oktmo,name,year,badcompanies
41603102,Пикалёвское,2015,4.0
41603102,Пикалёвское,2016,4.0
41603102,Пикалёвское,2017,3.0
41603155,Ефимовское,2009,3.0
41603155,Ефимовское,2010,2.0
41603155,Ефимовское,2011,3.0
41603155,Ефимовское,2013,2.0
41603155,Ефимовское,2014,2.0
41606000,Волосовский муниципальный район,2009,5.0
41606000,Волосовский муниципальный район,2010,10.0
41606000,Волосовский муниципальный район,2011,8.0
41606000,Волосовский муниципальный район,2012,7.0
41606000,Волосовский муниципальный район,2013,7.0
41606000,Волосовский муниципальный район,2014,7.0
41606000,Волосовский муниципальный район,2015,3.0
41606000,Волосовский муниципальный район,2016,2.0
41606000,Волосовский муниципальный район,2017,4.0
41606000,Волосовский муниципальный район,2018,5.0
